代碼,學校名稱,公/私立,縣市名稱,地址,location
064526,市立中平國中,公立,[06]臺中市,[411]臺中市太平區中平里太平路300號,24.1229708 120.718135
064527,市立石岡國中,公立,[06]臺中市,[422]臺中市石岡區梅子里豐勢路國中巷1號,24.2669462 120.799175
064529,市立東勢國中,公立,[06]臺中市,[423]臺中市東勢區東崎路五段415號,24.2512706 120.8323538
064530,市立東華國中,公立,[06]臺中市,[423]臺中市東勢區東關路296號,24.2052811 120.8395901
064531,市立東新國中,公立,[06]臺中市,[423]臺中市東勢區東新里5鄰東環街123號,24.2631845 120.8297634
064532,市立成功國中,公立,[06]臺中市,[412]臺中市大里區至善路157號,24.0940491 120.6992731
064533,市立和平國中,公立,[06]臺中市,[424]臺中市和平區東關路三段崑崙巷62號,24.180308 120.882287
064534,市立北勢國中,公立,[06]臺中市,[433]臺中市沙鹿區英才路150號,24.2251755 120.5692086
064535,市立鹿寮國中,公立,[06]臺中市,[433]臺中市沙鹿區光華路385號,24.2438043 120.5667502
064537,市立光榮國中,公立,[06]臺中市,[412]臺中市大里區東榮路280號,24.1104788 120.6869085
064538,市立潭秀國中,公立,[06]臺中市,[427]臺中市潭子區雅潭路一段175號,24.2161716 120.6995219
064539,市立順天國中,公立,[06]臺中市,[437]臺中市大甲區大安港路67號,24.350426 120.6153585
064540,市立清海國中,公立,[06]臺中市,[436]臺中市清水區中央路51之60號,24.2766926 120.554054
064541,市立大華國中,公立,[06]臺中市,[428]臺中市大雅區雅環路一段2號,24.2165644 120.6516803
064543,市立新光國中,公立,[06]臺中市,[411]臺中市太平區樹德九街 139 號,24.157281 120.709215
064544,市立光正國中,公立,[06]臺中市,[412]臺中市大里區鳳凰路68號,24.0961781 120.7180626
064545,市立豐陽國中,公立,[06]臺中市,[420]臺中市豐原區朝陽路33號,24.2623377 120.7445288
064546,市立光德國中,公立,[06]臺中市,[414]臺中市烏日區信義街99號,24.1058007 120.6415135
064547,市立立新國中,公立,[06]臺中市,[412]臺中市大里區甲堤路236號,24.1043651 120.6969226
064548,市立爽文國中,公立,[06]臺中市,[412]臺中市大里區永隆三街1號,24.1078825 120.6771654
064549,市立公明國中,公立,[06]臺中市,[433]臺中市沙鹿區公明里中清路6段567號,24.2494113 120.6015376
064550,市立龍津國中,公立,[06]臺中市,[434]臺中市龍井區三港路130號,24.2043433 120.5224229
064551,市立神圳國中,公立,[06]臺中市,[429]臺中市神岡區神清路61號,24.2609052 120.6585902
064552,市立梨山國中(小),公立,[06]臺中市,[424]臺中市和平區梨山里福壽路10號,24.255649 121.259419
191503,私立麗喆國中(小),私立,[19]臺中市,[407]臺中市西屯區國安二路242巷199號,24.1947933 120.6138543
193501,市立居仁國中,公立,[19]臺中市,[403]臺中市西區自由路一段97號,24.1370428 120.678817
193502,市立雙十國中,公立,[19]臺中市,[404]臺中市北區力行路258號,24.1524183 120.691003
193504,市立崇倫國中,公立,[19]臺中市,[402]臺中市南區忠明南路653號,24.1319234 120.6575245
193505,市立大德國中,公立,[19]臺中市,[406]臺中市北屯區雷中街2之23號,24.181288 120.669808
193506,市立北新國中,公立,[19]臺中市,[406]臺中市北屯區柳楊東街180號,24.1789287 120.6961457
193507,市立東峰國中,公立,[19]臺中市,[401]臺中市東區仁和路330號,24.126207 120.6858308
193508,市立黎明國中,公立,[19]臺中市,[408]臺中市南屯區三義里一鄰干城街88號,24.1556043 120.6315431
193509,市立光明國中,公立,[19]臺中市,[403]臺中市西區自由路一段75號,24.1322703 120.6732226
193510,市立向上國中,公立,[19]臺中市,[403]臺中市西區美村路一段389號,24.143377 120.661945
193511,市立育英國中,公立,[19]臺中市,[401]臺中市東區育英路30號,24.1358626 120.6982685
193512,市立四育國中,公立,[19]臺中市,[402]臺中市南區復興路二段152號,24.125529 120.6646223
193514,市立五權國中,公立,[19]臺中市,[404]臺中市北區英才路1號,24.155046 120.6793488
193516,市立中山國中,公立,[19]臺中市,[407]臺中市西屯區寧夏路179號,24.1684446 120.660187
193517,市立崇德國中,公立,[19]臺中市,[406]臺中市北屯區崇德路二段227號,24.1752563 120.6854584
193518,市立立人國中,公立,[19]臺中市,[404]臺中市北區北平路一段62號,24.1715332 120.66999
193519,市立漢口國中,公立,[19]臺中市,[407]臺中市西屯區漢口路一段54之1號,24.1617604 120.6570334
193520,市立安和國中,公立,[19]臺中市,[407]臺中市西屯區天助街1號,24.17401 120.6168037
193521,市立至善國中,公立,[19]臺中市,[407]臺中市西屯區青海路二段308號,24.1743345 120.6401936
193522,市立萬和國中,公立,[19]臺中市,[408]臺中市南屯區永春東路885號,24.1346935 120.6406324
193523,市立大業國中,公立,[19]臺中市,[408]臺中市南屯區大業路100號,24.1537463 120.652457
193524,市立三光國中,公立,[19]臺中市,[406]臺中市北屯區三光一街77號,24.1673539 120.6984045
193525,市立四張犁國中,公立,[19]臺中市,[406]臺中市北屯區同榮里后庄路699號,24.1935575 120.6771674
193526,市立福科國中,公立,[19]臺中市,[407]臺中市西屯區福林路333號,24.1886941 120.6150045
193527,市立大墩國中,公立,[19]臺中市,[408]臺中市南屯區惠中路三段98號,24.1449417 120.6404242
191301,私立東大附中附設國小,私立,[19]臺中市,[407]臺中市西屯區臺灣大道四段1727號,24.1824159 120.602728
191302,私立葳格高中附設國小,私立,[19]臺中市,[407]台中市西屯區長安路一段35號,24.170437 120.6541535
060323,國立中科實驗高級中學附設國中,公立,[06]臺中市,[428]臺中市大雅區平和路227號,24.2303237 120.6260536
061301,財團法人常春藤高中附設國中,公立,[06]臺中市,[427]臺中市潭子區潭興路一段165巷320號,24.1971371 120.7181038
061310,私立大明高中附設國中,公立,[06]臺中市,[412]臺中市大里區新仁路三段210號,24.1164906 120.6859755
061313,私立明道高中附設國中,公立,[06]臺中市,[414]臺中市烏日區中山路一段497號,24.1068679 120.6360984
061314,私立僑泰高中附設國中,公立,[06]臺中市,[412]臺中市大里區樹王路342號,24.1117897 120.6669624
061317,私立弘文高中附設國中,公立,[06]臺中市,[427]臺中市潭子區中山路三段221巷96號,24.2259648 120.7053818
061318,私立立人高中附設國中,公立,[06]臺中市,[412]臺中市大里區中興路二段380號,24.1056964 120.6908449
064308,市立后綜高中附設國中,公立,[06]臺中市,[421]臺中市后里區廣福里三豐路80號,24.3062172 120.7218368
064324,市立大里高中附設國中,公立,[06]臺中市,[412]臺中市大里區國中路365號,24.0951235 120.6789632
064328,市立新社高中附設國中,公立,[06]臺中市,[426]臺中市新社區復盛里中和街三段國中巷10號,24.237242 120.806713
064336,市立長億高中附設國中,公立,[06]臺中市,[411]臺中市太平區長億里長億六街1號,24.1138805 120.7210106
064342,市立中港高中附設國中,公立,[06]臺中市,[435]臺中市梧棲區文昌路400號,24.2441932 120.5420055
191301,私立東大附中附設國中,私立,[19]臺中市,[407]臺中市西屯區臺灣大道四段1727號,24.1824159 120.602728
191302,私立葳格高中附設國中,私立,[19]臺中市,[406]臺中市北屯區軍福十八路328號,24.178752 120.7116059
191305,私立新民高中附設國中,私立,[19]臺中市,[404]臺中市北區健行路111號,24.1588749 120.685824
191308,私立宜寧高中附設國中,私立,[19]臺中市,[402]臺中市南區復興路二段45號,24.1189766 120.6591896
191309,私立明德高中附設國中,私立,[19]臺中市,[402]臺中市南區明德街84號,24.1204043 120.6839805
191311,私立衛道高中附設國中,私立,[19]臺中市,[406]臺中市北屯區四平路161號,24.1830032 120.6750442
191313,私立曉明女中附設國中,私立,[19]臺中市,[404]臺中市北區中清路一段606號,24.1680163 120.6731117
191314,私立嶺東高中附設國中,私立,[19]臺中市,[408]臺中市南屯區春社里嶺東路2號,24.1380959 120.6102807
193303,市立忠明高中附設國中,公立,[19]臺中市,[403]臺中市西區博館路166號,24.1578766 120.663686
193313,市立西苑高中附設國中,公立,[19]臺中市,[407]臺中市西屯區西苑路268號,24.1864785 120.6415518
193315,市立東山高中附設國中,公立,[19]臺中市,[406]臺中市北屯區景賢六路200號,24.1662931 120.7121388
193316,市立惠文高中附設國中,公立,[19]臺中市,[408]臺中市南屯區公益路二段298號,24.1515401 120.6399782
060303,國立大甲高中,公立,[06]臺中市,[437]臺中市大甲區中山路一段720號,24.3420421 120.6217173
060305,國立清水高中,公立,[06]臺中市,[436]臺中市清水區中山路90號,24.2652495 120.5740976
060312,國立豐原高中,公立,[06]臺中市,[420]臺中市豐原區水源路150號,24.2558681 120.7414285
060322,國立興大附中,公立,[06]臺中市,[412]臺中市大里區東榮路369號,24.1093932 120.6827138
060323,國立中科實驗高級中學,公立,[06]臺中市,[428]臺中市大雅區平和路227號,24.2303237 120.6260536
060401,國立豐原高商,公立,[06]臺中市,[420]臺中市豐原區圓環南路50號,24.2457767 120.7129009
060402,國立大甲高工,公立,[06]臺中市,[437]臺中市大甲區頂店里開元路71號,24.3466762 120.6400823
060404,國立東勢高工,公立,[06]臺中市,[423]臺中市東勢區東關路6段1328號,24.2423422 120.8343503
060407,國立沙鹿高工,公立,[06]臺中市,[433]臺中市沙鹿區台灣大道七段823號,24.238523 120.5678621
060408,國立霧峰農工,公立,[06]臺中市,[413]臺中市霧峰區中正路1222號,24.0736652 120.7000092
061301,財團法人常春藤高中,私立,[06]臺中市,[427]臺中市潭子區潭興路一段165巷320號,24.1971371 120.7181038
061306,私立明台高中,私立,[06]臺中市,[413]臺中市霧峰區萊園路91號,24.0619723 120.7030111
061309,私立致用高中,私立,[06]臺中市,[437]臺中市大甲區甲東路512號,24.3405229 120.6287622
061310,私立大明高中,私立,[06]臺中市,[412]臺中市大里區新仁路三段210號,24.1164906 120.6859755
061311,私立嘉陽高中,私立,[06]臺中市,[436]臺中市清水區中航路三段1號,24.2641067 120.5795139
061313,私立明道高中,私立,[06]臺中市,[414]臺中市烏日區中山路一段497號,24.1068679 120.6360984
061314,私立僑泰高中,私立,[06]臺中市,[412]臺中市大里區樹王路342號,24.1117897 120.6669624
061316,私立青年高中,私立,[06]臺中市,[412]臺中市大里區中湖路100號,24.0869578 120.6934591
061317,私立弘文高中,私立,[06]臺中市,[427]臺中市潭子區中山路三段221巷96號,24.2259648 120.7053818
061318,私立立人高中,私立,[06]臺中市,[412]臺中市大里區中興路二段380號,24.1056964 120.6908449
061319,私立玉山高中,私立,[06]臺中市,[423]臺中市東勢區東崎路四段399號,24.2558619 120.850957
061321,私立慈明高中,私立,[06]臺中市,[411]臺中市太平區光德路388號,24.1052061 120.7272563
064308,市立后綜高中,公立,[06]臺中市,[421]臺中市后里區廣福里三豐路80號,24.3062172 120.7218368
064324,市立大里高中,公立,[06]臺中市,[412]臺中市大里區國中路365號,24.0951235 120.6789632
064328,市立新社高中,公立,[06]臺中市,[426]臺中市新社區復盛里中和街三段國中巷10號,24.237242 120.806713
064336,市立長億高中,公立,[06]臺中市,[411]臺中市太平區長億里長億六街1號,24.1138805 120.7210106
064342,市立中港高中,公立,[06]臺中市,[435]臺中市梧棲區文昌路400號,24.2441932 120.5420055
064350,市立龍津高中,公立,[06]臺中市,[434]臺中市龍井區三港路130號,24.2043433 120.5224229
190301,國立臺中女中,公立,[19]臺中市,[403]臺中市西區自由路一段95號,24.1360434 120.6777654
190302,國立臺中一中,公立,[19]臺中市,[404]臺中市北區育才街2號,24.1493051 120.6861662
190303,國立臺中二中,公立,[19]臺中市,[404]臺中市北區英士路109號,24.1527516 120.6752796
190315,國立文華高中,公立,[19]臺中市,[407]臺中市西屯區寧夏路240號,24.1701508 120.6597375
190404,國立臺中家商,公立,[19]臺中市,[401]臺中市東區和平街50號,24.1335235 120.6845855
190406,國立興大附農,公立,[19]臺中市,[401]臺中市東區台中路283號,24.1287304 120.6851737
190407,國立臺中高工,公立,[19]臺中市,[402]臺中市南區高工路191號,24.1134199 120.6613413
191301,私立東大附中,私立,[19]臺中市,[407]臺中市西屯區臺灣大道四段1727號,24.1824159 120.602728
191302,私立葳格高中,私立,[19]臺中市,[406]臺中市北屯區軍福十八路328號,24.178752 120.7116059
191305,私立新民高中,私立,[19]臺中市,[404]臺中市北區健行路111號,24.1588749 120.685824
191308,私立宜寧高中,私立,[19]臺中市,[402]臺中市南區復興路二段45號,24.1189766 120.6591896
191309,私立明德高中,私立,[19]臺中市,[402]臺中市南區明德街84號,24.1204043 120.6839805
191311,私立衛道高中,私立,[19]臺中市,[406]臺中市北屯區四平路161號,24.1830032 120.6750442
191313,私立曉明女中,私立,[19]臺中市,[404]臺中市北區中清路一段606號,24.1680163 120.6731117
191314,私立嶺東高中,私立,[19]臺中市,[408]臺中市南屯區春社里嶺東路2號,24.1380959 120.6102807
191412,財團法人光華高工,私立,[19]臺中市,[411]臺中市太平區東平路18號,24.133943 120.718706
193303,市立忠明高中,公立,[19]臺中市,[403]臺中市西區博館路166號,24.1578766 120.663686
193313,市立西苑高中,公立,[19]臺中市,[407]臺中市西屯區西苑路268號,24.1864785 120.6415518
193315,市立東山高中,公立,[19]臺中市,[406]臺中市北屯區景賢六路200號,24.1662931 120.7121388
193316,市立惠文高中,公立,[19]臺中市,[408]臺中市南屯區公益路二段298號,24.1515401 120.6399782
0006,國立中興大學,公立,[19]臺中市,[402]臺中市南區興大路145號,24.124167 120.6774162
0039,國立臺中教育大學,公立,[19]臺中市,[403]臺中市西區民生路140號,24.1421547 120.672099
0043,國立勤益科技大學,公立,[06]臺中市,[411]臺中市太平區坪林里中山路二段57號,24.1465581 120.7333578
0049,國立臺灣體育運動大學,公立,[19]臺中市,[404]臺中市北區雙十路一段16號,24.1489449 120.6874206
0050,國立臺中科技大學,公立,[19]臺中市,[404]臺中市北區三民路三段129號,24.1500235 120.6839638
1001,東海大學,私立,[19]臺中市,[407]臺中市西屯區臺灣大道四段1727號,24.1824159 120.602728
1007,逢甲大學,私立,[19]臺中市,[407]臺中市西屯區文華路100號,24.178693 120.64674
1008,靜宜大學,私立,[06]臺中市,[433]臺中市沙鹿區臺灣大道7段200號,24.2263848 120.5797081
1018,朝陽科技大學,私立,[06]臺中市,[413]臺中市霧峰區吉峰東路168號,24.0728212 120.7154143
1029,中山醫學大學,私立,[19]臺中市,[402]臺中市南區建國北路一段110號,24.1217915 120.6517604
1034,弘光科技大學,私立,[06]臺中市,[433]臺中市沙鹿區臺灣大道六段1018號,24.2173159 120.5808091
1035,中國醫藥大學,私立,[19]臺中市,[404]臺中市北區學士路91號,24.155899 120.681125
1045,嶺東科技大學,私立,[19]臺中市,[408]臺中市南屯區嶺東路1號,24.1378074 120.6096728
1047,中臺科技大學,私立,[19]臺中市,[406]臺中市北屯區廍子路666號,24.1725268 120.736065
1048,亞洲大學,私立,[06]臺中市,[413]臺中市霧峰區柳豐路500號,24.043676 120.6885757
1062,僑光科技大學,私立,[19]臺中市,[407]臺中市西屯區僑光路100號,24.1894633 120.6440635
1069,修平科技大學,私立,[06]臺中市,[412]臺中市大里區工業路11號,24.0953128 120.7137649
0A09,國立臺中科技大學附進修專校,公立,[19]臺中市,[404]臺中市北區三民路三段129號,24.1500235 120.6839638
0A11,國立勤益科技大學附進修專校,公立,[06]臺中市,[411]臺中市太平區中山路二段57號,24.1469149 120.7025284
0A15,國立勤益科技大學附進修學院,公立,[06]臺中市,[411]臺中市太平區中山路二段57號,24.1469149 120.7025284
0A16,國立臺中科技大學附進修學院,公立,[19]臺中市,[404]臺中市北區三民路三段129號,24.1500235 120.6839638
0A18,國立臺中科技大學附空中進院,公立,[19]臺中市,[404]臺中市北區三民路三段129號,24.1500235 120.6839638
1A16,修平科技大學附進修專校,私立,[06]臺中市,[412]臺中市大里區工業路11號,24.0953128 120.7137649
1A17,嶺東科技大學附進修專校,私立,[19]臺中市,[408]臺中市南屯區嶺東路一號,24.1378074 120.6096728
1A40,嶺東科技大學附進修學院,私立,[19]臺中市,[408]臺中市南屯區嶺東路一號,24.1378074 120.6096728
1A57,修平科技大學附進修學院,私立,[06]臺中市,[412]臺中市大里區工業路11號,24.0953128 120.7137649
1A80,中臺科技大學附進修學院,私立,[19]臺中市,[406]臺中市北屯區大坑廓子里一一號,24.177946 120.738561
060F01,國立臺中啟明學校,公立,[06]臺中市,[421]臺中市后里區三豐路三段936號,24.3088705 120.7222883
061F01,私立惠明學校,私立,[06]臺中市,[428]臺中市大雅區雅潭路280號,24.2196117 120.6620871
190F01,國立臺中啟聰學校,公立,[19]臺中市,[407]臺中市西屯區協和里安和路1號,24.1606793 120.6171796
190F02,國立臺中特殊教育學校,公立,[19]臺中市,[408]臺中市南屯區公益路二段296號,24.1513744 120.6410651
061315,私立華盛頓高中附設國中,公立,[06]臺中市,[411]臺中市太平區廍仔坑路26號,24.158382 120.744952
061315,私立華盛頓高中,私立,[06]臺中市,[411]臺中市太平區廍仔坑路26號,24.158382 120.744952
